route,start_stop_code_lbsl,end_stop_code_lbsl
N89,542,106
N89,106,1960
N89,1960,26418
N89,26418,BP3387
N89,BP3387,2616
N89,2616,2614
N89,2614,2613
N89,2613,658
N89,658,25106
N89,25106,25103
N89,25103,26062
N89,26062,26065
N89,26065,33617
N89,33617,BP3719
N89,BP3719,2589
N89,2589,2588
N89,2588,2585
N89,2585,26755
N89,26755,37637
N89,37637,538
N89,538,202
N89,202,8570
N89,8570,3178
N89,3178,20462
N89,20462,34323
N89,34323,14627
N89,14627,7852
N89,7852,35730
N89,148,7853
N89,7853,14628
N89,14628,20438
N89,20438,3177
N89,3177,969
N89,969,206
N89,206,BP5731
N89,BP5731,37666
N89,37666,2586
N89,2586,2587
N89,2587,34366
N89,34366,33137
N89,33137,33614
N89,33614,26064
N89,26064,2609
N89,2609,25105
N89,25105,2612
N89,2612,2615
N89,2615,34460
N89,34460,26736
N89,26736,1961
N89,1961,26348
N89,26348,541
N89,541,1963
N89,1963,280
N89,280,1965
N89,1965,1966
N89,1966,26733
N89,26733,1970
N89,1970,BP5550
N89,BP5550,33101
N89,33101,BP1237
N89,BP1237,R0465
N89,R0465,13715
N89,13715,486
N89,486,BP4896
N89,BP4896,13848
N89,13848,26014
N89,26014,26016
N89,26016,26018
N89,26018,281
N89,281,BP1118
N89,BP1118,18779
N89,18779,20102
N89,20102,18776
N89,18776,18775
N89,18775,13430
N89,13430,19565
N89,19565,17826
N89,17826,33894
N89,33894,19694
N89,19694,20237
N89,20237,19693
N89,19693,29054
N89,29054,4664
N89,4664,19691
N89,19691,20445
N89,20445,19689
N89,19689,4662
N89,4662,19687
N89,19687,19685
N89,19685,19683
N89,19683,19969
N89,19969,R0561
N89,R0561,20516
N89,20516,13904
N89,13904,3906
N89,3906,29307
N89,29307,35773
N89,35773,25819
N89,25819,6302
N89,6302,20796
N89,20796,BP2438
N89,BP2438,6295
N89,6295,3725
N89,3725,6286
N89,6286,29461
N89,29461,6279
N89,6279,6277
N89,6277,6275
N89,6275,6273
N89,6273,6271
N89,6271,BP4992
N89,BP4992,33234
N89,33234,33235
N89,33235,33237
N89,33237,33239
N89,33239,33242
N89,33242,3962
N89,3962,22450
N89,22450,21597
N89,21597,33243
N89,33243,33245
N89,33245,33247
N89,33247,33249
N89,33249,33248
N89,33248,35582
N89,35582,R0439
N89,R0439,35586
N89,35586,35584
N89,35584,35585
N89,35585,BP2115
N89,BP2115,BP4476
N89,BP4476,BP2250
265,BP1645,BP4867
265,BP4867,11739
265,11739,27378
265,27378,18698
265,18698,4507
265,4507,18696
265,18696,25119
265,25119,23853
265,23853,3620
265,3620,16728
265,16728,1790
265,1790,34031
265,34031,10019
265,10019,9156
265,9156,18690
265,18690,18719
265,18719,3470
265,3470,3472
265,3472,BP070
265,BP070,BP069
265,BP069,18723
265,18723,3475
265,3475,LG09
265,LG09,33740
265,33740,29314
265,29314,29312
265,29312,29310
265,29310,33438
265,33438,15244
265,15244,4866
265,4866,15844
265,15844,15243
265,15243,1702
265,1702,1031
265,1031,11141
265,11141,11139
265,11139,11137
265,11137,220
265,220,35157
265,35157,20797
D3,R0752,37148
D3,37148,37146
D3,37146,37143
D3,37143,15157
D3,15157,15159
D3,15159,15160
D3,15160,16349
D3,16349,16348
D3,16348,16347
D3,16347,15143
D3,15143,BP2335
D3,BP2335,BP2336
D3,BP2336,15137
D3,15137,15135
D3,15135,559
D3,559,15133
D3,15133,15131
D3,15131,3201
D3,3201,15129
D3,15129,BP4194
D3,BP4194,R0314
D3,R0314,BP2355
D3,BP2355,LE190
D3,LE190,LE193
D3,LE193,BP1231
D3,BP1231,BP638
D3,BP638,BP107
D3,BP107,1689
D3,1689,1867
D3,1867,BP081
D3,BP081,BP2337
D3,BP2337,R0758
D3,R0758,BP2338
D3,BP2338,BP2339
D3,BP2339,BP1872
D3,BP1872,BP1873
D3,BP1873,BP1868
D3,BP1868,LE122
D3,LE122,BP1193
D3,BP1193,BP2340
D3,BP2340,BP1015
D3,BP1015,BP2341
D3,BP2341,BP2342
D3,BP2342,BP2343
D3,BP2343,BP2344
D3,BP2344,BP3115
D3,BP3115,18060
D3,18060,1687
D3,1687,4615
D3,4615,BP2591
D3,BP2591,BP548
D3,BP548,BP525
391,29982,16350
391,16350,14726
391,14726,16239
391,16239,16242
391,16242,9347
391,9347,9283
391,9283,15675
391,15675,15673
391,15673,40001
391,40001,15044
391,15044,15042
391,15042,15040
391,15040,2196
391,2196,3163
391,3163,6158
391,6158,1049
391,1049,R0209
391,R0209,134
391,134,33871
391,33871,27402
391,27402,29149
391,29149,1037
391,1037,29874
391,29874,6148
391,6148,6146
391,6146,6144
391,6144,BP3195
391,BP3195,20412
391,20412,29966
391,29966,R0880
391,R0880,687
391,687,3614
391,3614,11262
391,11262,11258
391,11258,11256
391,11256,11254
391,11254,11252
391,11252,37426
391,37426,9327
391,9327,25627
391,25627,1462
391,1462,BP4097
391,BP4097,BP4095
391,BP4095,BP216
391,BP216,BP2564
391,BP2564,BP1332
B12,31531,H0042
B12,H0042,H0319
B12,H0319,H0040
B12,H0040,H0320
B12,H0320,H0321
B12,H0321,25719
B12,25719,23265
B12,23265,23263
B12,23263,23261
B12,23261,H1239
B12,H1239,40028
B12,40028,12071
B12,12071,12069
B12,12069,BP5033
B12,BP5033,19633
B12,19633,6295
B12,6295,3725
B12,3725,6286
B12,6286,11121
B12,11121,6324
B12,6324,16697
B12,16697,14381
B12,14381,34277
B12,34277,14379
B12,14379,16696
B12,16696,6001
B12,6001,14382
B12,14382,31051
B12,31051,3901
B12,3901,BP3327
B12,BP3327,BP3328
B12,BP3328,BP3329
B12,BP3329,BP3330
B12,BP3330,BP3331
B12,BP3331,BP3332
B12,BP3332,BP3333
B12,BP3333,BP3317
B12,BP3317,BP3318
B12,BP3318,BP3335
B12,BP3335,BP3319
B12,BP3319,BP3334
B12,BP3334,40047
B12,40047,21790
401,11121,23255
401,23255,23256
401,23256,23258
401,23258,23260
401,23260,BP2160
401,BP2160,23262
401,23262,23264
401,23264,23266
401,23266,23268
401,23268,BP648
401,BP648,BP647
401,BP647,BP645
401,BP645,BP658
401,BP658,3954
401,3954,6315
401,6315,37070
401,37070,37379
401,37379,37123
401,37123,34825
401,34825,BP4058
401,BP4058,35541
401,35541,35928
401,35928,34818
401,34818,34816
401,34816,34612
401,34612,34613
401,34613,34813
401,34813,34918
401,34918,36531
401,36531,36530
401,36530,37181
401,37181,36676
401,36676,36522
401,36522,36529
401,36529,36670
401,36670,37417
460,34186,3213
460,3213,2854
460,2854,2962
460,2962,27617
460,27617,2995
460,2995,6038
460,6038,2967
460,2967,2776
460,2776,6074
460,6074,6078
460,6078,2774
460,2774,6080
460,6080,765
460,765,6082
460,6082,6084
460,6084,2771
460,2771,2770
460,2770,2801
460,2801,6091
460,6091,2298
460,2298,6095
460,6095,2767
460,2767,6096
460,6096,6098
460,6098,6100
460,6100,2765
460,2765,2764
460,2764,2763
460,2763,2761
460,2761,2759
460,2759,6109
460,6109,6113
460,6113,6117
460,6117,BP4376
71,BP1130,R0702
71,R0702,BP492
71,BP492,12900
71,12900,4486
71,4486,27354
71,27354,19590
71,19590,27532
71,27532,1420
71,1420,BP379
71,BP379,15728
71,15728,20672
71,20672,BP5157
71,BP5157,11351
71,11351,15730
71,15730,BP4990
71,BP4990,11127
71,11127,4516
71,4516,15732
71,15732,4518
71,4518,15734
71,15734,R0127
71,R0127,25572
71,25572,23296
71,23296,23298
71,23298,23300
71,23300,BP2819
71,BP2819,25577
71,25577,33592
71,33592,33591
71,33591,BP2730
71,BP2730,33389
71,33389,35376
71,35376,20096
71,20096,23405
R6,26143,26141
R6,26141,BP3238
R6,BP3238,R0394
R6,R0394,BP3239
R6,BP3239,BP3240
R6,BP3240,BP3303
R6,BP3303,BP3241
R6,BP3241,21529
R6,21529,BP1459
R6,BP1459,BP1460
R6,BP1460,21529
R6,21529,40213
R6,40213,40212
R6,40212,40210
R6,40210,40208
R6,40208,35743
R6,35743,12444
R6,12444,12442
R6,12442,12240
R6,12240,13953
R6,13953,R0398
N133,R0677,BP683
N133,BP683,17575
N133,17575,17576
N133,17576,17578
N133,17578,12672
N133,12672,3819
N133,3819,12671
N133,12671,BP2131
N133,BP2131,BP2132
N133,BP2132,BP2133
N133,BP2133,BP2123
N133,BP2123,BP2124
N133,BP2124,4425
N133,4425,15602
N133,15602,1833
N133,1833,15100
N133,15100,4868
N133,4868,91240
N133,91240,SL37
N133,SL37,25857
N133,25857,2403
N133,2403,36915
N133,36915,R0421
N133,R0421,1764
N133,1764,R0420
N133,R0420,43
N133,43,2397
N133,2397,706
N133,706,707
N133,707,710
N133,710,2395
N133,2395,29685
N133,29685,36214
N133,36214,26407
N133,26407,2393
N133,2393,4726
N133,4726,2391
N133,2391,BP2394
N133,BP2394,451
N133,451,20670
N133,20670,25649
N133,25649,602
N133,602,604
N133,604,2143
N133,2143,2140
N133,2140,33619
N133,33619,33624
N133,33624,2137
N133,2137,26351
N133,26351,BP851
N133,BP851,978
N133,978,2123
N133,2123,27954
N133,27954,8606
N133,8606,37665
N133,37665,OC509
N35,BP882,29844
N35,29844,982
N35,982,33093
N35,33093,200
N35,200,13457
N35,13457,13459
N35,13459,13463
N35,13463,13467
N35,13467,13469
N35,13469,13473
N35,13473,13475
N35,13475,13477
N35,13477,BP2161
N35,BP2161,33347
N35,33347,33346
N35,33346,20803
N35,20803,2113
N35,2113,13456
N35,13456,BP1576
N35,BP1576,2119
N35,2119,37676
N35,37676,BP140
N35,BP140,BP892
N35,BP892,BP4481
N35,BP4481,2135
N35,2135,26353
N35,26353,91531
N35,91531,33625
N35,33625,33614
N35,33614,26064
N35,26064,2609
N35,2609,25105
N35,25105,2612
N35,2612,2615
N35,2615,34459
N35,34459,26059
N35,26059,13298
N35,13298,26325
N35,26325,26323
N35,26323,539
N35,539,13290
N35,13290,13288
N35,13288,14360
N35,14360,26203
N35,26203,35200
N35,35200,240
N35,240,12833
N35,12833,12831
N35,12831,12766
N35,12766,1089
N35,1089,25990
N35,25990,9367
N35,9367,9366
N35,9366,1641
N35,1641,12847
N35,12847,33091
N35,33091,12843
N35,12843,1412
N35,1412,1414
N35,1414,25569
N28,BP1264,36647
N28,36647,1280
N28,1280,325
N28,325,33533
N28,33533,37171
N28,37171,12025
N28,12025,12023
N28,12023,12020
N28,12020,12019
N28,12019,12017
N28,12017,1733
N28,1733,12034
N28,12034,33819
N28,33819,12010
N28,12010,1633
N28,1633,BP4934
N28,BP4934,1640
N28,1640,1622
N28,1622,10241
N28,10241,34384
N28,34384,11598
N28,11598,48
N28,48,34992
N28,34992,35519
N28,35519,34994
N28,34994,334
N28,334,11701
N28,11701,11696
N28,11696,11693
N28,11693,37655
N28,37655,1259
N28,1259,11523
N28,11523,1271
N28,1271,1266
N28,1266,11146
N28,11146,84
N28,84,82
N28,82,27497
N28,27497,126
N28,126,11195
N28,11195,27791
N28,27791,11262
N28,11262,11258
N28,11258,11256
N28,11256,11254
N28,11254,11252
N28,11252,37426
N28,37426,9327
N28,9327,25627
N28,25627,1462
N28,1462,11277
N28,11277,BP4891
N28,BP4891,1675
N28,1675,11279
N28,11279,20389
N28,20389,29147
N28,29147,17947
N28,17947,LG05
N28,LG05,17945
N28,17945,33273
N28,33273,13362
N28,13362,R0418
160,40090,8409
160,8409,34081
160,34081,20543
160,20543,17749
160,17749,43004
160,43004,43005
160,43005,43007
160,43007,17483
160,17483,17485
160,17485,17488
160,17488,17490
160,17490,17491
160,17491,17493
160,17493,12226
160,12226,17495
160,17495,44029
160,44029,17497
160,17497,17499
160,17499,17501
160,17501,26667
160,26667,16674
160,16674,12924
160,12924,34443
160,34443,34029
160,34029,18984
160,18984,20043
160,20043,2300
160,2300,19140
160,19140,1680
160,1680,20618
160,20618,18981
160,18981,25277
160,25277,18979
160,18979,BP2854
160,BP2854,27956
160,27956,27957
160,27957,27780
160,27780,17523
160,17523,24961
160,24961,16642
160,16642,16646
160,16646,18739
160,18739,16648
160,16648,16650
160,16650,16652
160,16652,15182
160,15182,25848
160,25848,36002
350,26375,15979
350,15979,BP2479
350,BP2479,BP2481
350,BP2481,BP2482
350,BP2482,BP1529
350,BP1529,BP1531
350,BP1531,BP1534
350,BP1534,BP1357
350,BP1357,CW46
350,CW46,BP2485
350,BP2485,CW47
350,CW47,BP2488
350,BP2488,20978
350,20978,17645
350,17645,BP2255
350,BP2255,17647
350,17647,17649
350,17649,27911
350,27911,19180
350,19180,19182
350,19182,19184
350,19184,BP5171
350,BP5171,BP5134
R5,8204,40224
R5,40224,R0393
R5,R0393,10694
R5,10694,BP5088
R5,BP5088,BP5086
R5,BP5086,BP5087
R5,BP5087,BP5089
R5,BP5089,BP5091
R5,BP5091,H0231
R5,H0231,H0301
R5,H0301,H0552
R5,H0552,H0553
R5,H0553,H0554
R5,H0554,H0555
R5,H0555,H0556
R5,H0556,H1019
R5,H1019,H0557
R5,H0557,8239
R5,8239,19010
R5,19010,19008
R5,19008,19006
R5,19006,40239
R5,40239,19004
R5,19004,19002
R5,19002,10705
R5,10705,12239
R5,12239,40232
R5,40232,13953
R5,13953,R0398
N97,37639,BP3507
N97,BP3507,17683
N97,17683,34716
N97,34716,34717
N97,34717,15192
N97,15192,988
N97,988,4906
N97,4906,216
N97,216,11175
N97,11175,11179
N97,11179,BP5351
N97,BP5351,37414
N97,37414,37404
N97,37404,1561
N97,1561,35294
N97,35294,11187
N97,11187,1564
N97,1564,11476
N97,11476,11164
N97,11164,36836
N97,36836,8410
N97,8410,2539
N97,2539,11235
N97,11235,10243
N97,10243,11239
N97,11239,11242
N97,11242,400
N97,400,8887
N97,8887,33001
N97,33001,R0879
347,BP4369,BP5067
347,BP5067,BP5084
347,BP5084,BP5068
347,BP5068,BP4252
347,BP4252,BP2913
347,BP2913,BP2911
347,BP2911,BP2908
347,BP2908,BP2907
347,BP2907,BP2905
347,BP2905,BP2903
347,BP2903,BP2901
347,BP2901,BP2899
347,BP2899,25109
347,25109,18412
347,18412,18410
347,18410,18408
347,18408,25140
347,25140,25138
347,25138,25233
347,25233,25235
347,25235,25237
347,25237,25239
347,25239,25241
347,25241,BP3545
347,BP3545,BP4495
347,BP4495,BP4042
347,BP4042,BP4251
347,BP4251,BP4371
347,BP4371,20718
347,20718,29113
347,29113,29163
347,29163,BP2183
347,BP2183,BP3510
347,BP3510,BP2184
347,BP2184,18469
347,18469,3542
347,3542,3296
347,3296,3541
347,3541,20512
347,20512,2491
347,2491,BP4873
347,BP4873,34119
347,34119,BP148
165,33795,33796
165,33796,33792
165,33792,18452
165,18452,9756
165,9756,20807
165,20807,8517
165,8517,18450
165,18450,18448
165,18448,20479
165,20479,BP776
165,BP776,18385
165,18385,BP3551
165,BP3551,29926
165,29926,26558
165,26558,26557
165,26557,26554
165,26554,29339
165,29339,29409
165,29409,29337
165,29337,29335
165,29335,29333
165,29333,29331
165,29331,26550
165,26550,26548
165,26548,18381
165,18381,26546
165,26546,25707
165,25707,18427
165,18427,18426
165,18426,18424
165,18424,9771
165,9771,FC05
165,FC05,8527
165,8527,8528
165,8528,18265
165,18265,18263
165,18263,18269
165,18269,18259
165,18259,18258
165,18258,18255
165,18255,18493
165,18493,18491
165,18491,18489
165,18489,18487
165,18487,18485
165,18485,18483
165,18483,18481
165,18481,18029
165,18029,R0681
165,R0681,BP4227
165,BP4227,34118
165,34118,34115
165,34115,3539
165,3539,BP2993
20,BP4747,BP4748
20,BP4748,BP4749
20,BP4749,BP4750
20,BP4750,BP4751
20,BP4751,BP4752
20,BP4752,BP4753
20,BP4753,BP4754
20,BP4754,BP4755
20,BP4755,BP4756
20,BP4756,BP4757
20,BP4757,BP4762
20,BP4762,BP4763
20,BP4763,BP4764
20,BP4764,BP4765
20,BP4765,BP4766
20,BP4766,BP4767
20,BP4767,BP4768
20,BP4768,BP4769
20,BP4769,BP4727
20,BP4727,BP4835
20,BP4835,BP4728
20,BP4728,BP4828
20,BP4828,BP4830
20,BP4830,BP4770
20,BP4770,BP4833
20,BP4833,BP4771
20,BP4771,BP4772
20,BP4772,BP4773
20,BP4773,15539
20,15539,36693
20,36693,15330
20,15330,15332
20,15332,15334
20,15334,R0477
20,R0477,17950
20,17950,17949
20,17949,2933
20,2933,34478
20,34478,14282
20,14282,14278
20,14278,14276
20,14276,14274
20,14274,14272
20,14272,14270
20,14270,14266
20,14266,34357
20,34357,7968
20,7968,7966
20,7966,7963
20,7963,7960
20,7960,R0036
20,R0036,BP4267
38,34,33447
38,33447,7982
38,7982,4900
38,4900,989
38,989,99
38,99,36947
38,36947,37122
38,37122,161
38,161,7851
38,7851,29684
38,29684,BP882
38,BP882,29844
38,29844,982
38,982,33093
38,33093,200
38,200,197
38,197,20684
38,20684,1801
38,1801,14237
38,14237,1046
38,1046,1017
38,1017,4716
38,4716,790
38,790,2627
38,2627,792
38,792,26591
38,26591,2633
38,2633,2637
38,2637,2638
38,2638,2639
38,2639,13506
38,13506,14219
38,14219,783
38,783,1114
38,1114,2648
38,2648,20997
38,20997,305
38,305,129
38,129,2272
38,2272,2270
38,2270,930
38,930,2268
38,2268,64
38,64,192
41,526,529
41,529,17472
41,17472,16076
41,16076,16078
41,16078,1546
41,1546,16080
41,16080,14356
41,14356,14358
41,14358,25478
41,25478,16084
41,16084,BP4337
41,BP4337,14802
41,14802,1662
41,1662,3617
41,3617,26973
41,26973,16088
41,16088,16090
41,16090,26445
41,26445,16094
41,16094,16096
41,16096,16098
41,16098,34039
41,34039,70340
41,70340,34287
41,34287,36850
41,36850,BP5526
95,24994,HF020
95,HF020,8898
95,8898,R0243
95,R0243,8902
95,8902,CW20
95,CW20,25694
95,25694,11583
95,11583,9025
95,9025,2715
95,2715,2718
95,2718,11492
95,11492,11495
95,11495,15280
95,15280,15283
95,15283,15284
95,15284,10856
95,10856,14893
95,14893,7873
95,7873,15287
95,15287,10015
95,10015,15289
95,15289,34196
95,34196,15293
95,15293,14357
95,14357,16264
95,16264,16266
95,16266,15297
95,15297,2028
95,2028,36586
95,36586,15299
95,15299,15792
95,15792,33463
95,33463,33466
95,33466,34931
95,34931,15344
95,15344,15305
95,15305,15306
95,15306,34861
95,34861,BP1082
95,BP1082,37090
95,37090,15309
95,15309,15311
95,15311,27852
95,27852,34558
222,BP4837,BP2173
222,BP2173,BP1364
222,BP1364,BP1993
222,BP1993,16336
222,16336,16337
222,16337,16388
222,16388,9114
222,9114,16333
222,16333,4558
222,4558,20705
222,20705,3189
222,3189,3333
222,3333,16331
222,16331,16329
222,16329,13551
222,13551,3419
222,3419,17145
222,17145,18208
222,18208,17662
222,17662,17660
222,17660,17658
222,17658,17656
222,17656,25468
222,25468,17654
222,17654,17652
222,17652,17650
222,17650,17648
222,17648,17646
222,17646,16394
222,16394,16390
222,16390,17644
222,17644,17643
222,17643,17641
222,17641,34892
222,34892,17639
222,17639,12182
222,12182,17637
222,17637,12183
222,12183,17634
222,17634,34773
222,34773,BP3290
355,237,35200
355,35200,240
355,240,12833
355,12833,12831
355,12831,12768
355,12768,12769
355,12769,BP4497
355,BP4497,12774
355,12774,12778
355,12778,1404
355,1404,14659
355,14659,12754
355,12754,12752
355,12752,1405
355,1405,25637
355,25637,2168
355,2168,25956
355,25956,4871
355,4871,2172
355,2172,2176
355,2176,4872
355,4872,2180
355,2180,2182
355,2182,2184
355,2184,R0728
355,R0728,25655
355,25655,8816
355,8816,29679
355,29679,435
355,435,8813
355,8813,8811
355,8811,8807
355,8807,8803
355,8803,BP683
355,BP683,8797
355,8797,8794
353,BP2329,BP2204
353,BP2204,17814
353,17814,17715
353,17715,17713
353,17713,18733
353,18733,9471
353,9471,17710
353,17710,17813
353,17813,20837
353,20837,20836
353,20836,BP166
353,BP166,17798
353,17798,R0604
353,R0604,R0603
353,R0603,R0606
353,R0606,R0608
353,R0608,R0615
353,R0615,18942
353,18942,18944
353,18944,20099
353,20099,18946
353,18946,33231
353,33231,18948
353,18948,18950
353,18950,18952
353,18952,12239
353,12239,R0520
353,R0520,R0514
353,R0514,34274
353,34274,12445
353,12445,BP1246
353,BP1246,BP1247
353,BP1247,BP1348
353,BP1348,40175
353,40175,40174
353,40174,BP1248
679,15328,15330
679,15330,15332
679,15332,15334
679,15334,R0477
679,R0477,17950
679,17950,17949
679,17949,2933
679,2933,15858
679,15858,14780
679,14780,15340
679,15340,15342
679,15342,35474
679,35474,15431
679,15431,15433
679,15433,20667
679,20667,11329
679,11329,9013
679,9013,14290
679,14290,15435
679,15435,13450
679,13450,8622
679,8622,14204
679,14204,15437
679,15437,16346
679,16346,15439
679,15439,15440
679,15440,FC03
679,FC03,FC44
679,FC44,FC60
679,FC60,FC45
679,FC45,15442
679,15442,BP5696
679,BP5696,15444
679,15444,1729
679,1729,16601
679,16601,1356
N113,BP3503,17683
N113,17683,155
N113,155,370
N113,370,91511
N113,91511,91530
N113,91530,34006
N113,34006,29796
N113,29796,29797
N113,29797,29799
N113,29799,29803
N113,29803,1051
N113,1051,2738
N113,2738,730
N113,730,1436
N113,1436,1026
N113,1026,11964
N113,11964,12034
N113,12034,33966
N113,33966,BP4548
N113,BP4548,16153
N113,16153,1218
N113,1218,12027
N113,12027,116
N113,116,136
N113,136,1464
N113,1464,9819
N113,9819,15738
N113,15738,26985
N113,26985,15739
N113,15739,R0751
N113,R0751,15741
N113,15741,15744
N113,15744,15745
N113,15745,15747
N113,15747,15749
N113,15749,33355
N113,33355,14768
N113,14768,14770
N113,14770,2796
N113,2796,14772
N113,14772,14774
N113,14774,3438
N113,3438,14776
N113,14776,3440
N113,3440,14778
N113,14778,3441
N113,3441,15751
N113,15751,3196
N113,3196,14701
N113,14701,15753
N113,15753,16104
N113,16104,15755
N113,15755,15757
N113,15757,8428
N113,8428,15759
N113,15759,BP090
6,26949,BP4666
6,BP4666,BP4510
6,BP4510,BP4882
6,BP4882,11622
6,11622,11618
6,11618,11616
6,11616,7733
6,7733,11615
6,11615,415
6,415,8408
6,8408,11609
6,11609,R0488
6,R0488,34795
6,34795,11598
6,11598,51
6,51,11709
6,11709,11711
6,11711,1803
6,1803,36806
6,36806,34160
6,34160,11517
6,11517,56
6,56,58
6,58,1590
6,1590,621
6,621,4803
6,4803,153
6,153,829
6,829,16575
6,16575,7849
6,7849,149
6,149,29867
6,29867,BP3509
6,BP3509,BP3505
6,BP3505,7853
6,7853,20983
220,35803,1385
220,1385,33214
220,33214,3223
220,3223,8924
220,8924,8900
220,8900,8918
220,8918,8916
220,8916,8911
220,8911,8909
220,8909,8907
220,8907,34124
220,34124,8903
220,8903,8901
220,8901,270
220,270,24294
220,24294,24994
220,24994,843
220,843,8895
220,8895,8995
220,8995,682
220,682,R0877
220,R0877,33000
220,33000,8886
220,8886,401
220,401,399
220,399,8882
220,8882,8880
220,8880,8876
220,8876,8874
220,8874,BP286
220,BP286,31090
220,31090,29620
220,29620,8871
220,8871,8867
220,8867,8865
220,8865,8863
220,8863,8861
220,8861,29584
220,29584,33273
220,33273,13362
220,13362,R0418
208,34273,35743
208,35743,12444
208,12444,12442
208,12442,12240
208,12240,13953
208,13953,18951
208,18951,18949
208,18949,3231
208,3231,33229
208,33229,33227
208,33227,33226
208,33226,33223
208,33223,33221
208,33221,27606
208,27606,29841
208,29841,27605
208,27605,27603
208,27603,27601
208,27601,19695
208,19695,19697
208,19697,40060
208,40060,19773
208,19773,18197
208,18197,3911
208,3911,19277
208,19277,BP087
208,BP087,14797
208,14797,BP041
208,BP041,BP054
208,BP054,40105
208,40105,R0558
208,R0558,BP052
208,BP052,18195
208,18195,18194
208,18194,18192
208,18192,3619
208,3619,27961
208,27961,18190
208,18190,4748
208,4748,26268
208,26268,2005
208,2005,4749
208,4749,BP661
208,BP661,7566
208,7566,1999
208,1999,33056
208,33056,2127
208,2127,1995
208,1995,14625
208,14625,R0567
208,R0567,26278
208,26278,26280
208,26280,R0401
208,R0401,4752
208,4752,33426
208,33426,BP1112
208,BP1112,BP814
389,BP1612,80002
389,80002,80003
389,80003,14927
389,14927,1478
389,1478,9923
389,9923,H0740
389,H0740,BP1110
389,BP1110,H0587
389,H0587,H0632
58,BP4270,R0034
58,R0034,FC80
58,FC80,26242
58,26242,10297
58,10297,10289
58,10289,9029
58,9029,9032
58,9032,9034
58,9034,9036
58,9036,9038
58,9038,R0472
58,R0472,7986
58,7986,7988
58,7988,7991
58,7991,7995
58,7995,7997
58,7997,8001
58,8001,8005
58,8005,8044
58,8044,8048
58,8048,8052
58,8052,8056
58,8056,34096
58,34096,8060
58,8060,26187
58,26187,35551
58,35551,LE139
58,LE139,29832
58,29832,8074
58,8074,9047
58,9047,9049
58,9049,9051
58,9051,9055
58,9055,7059
58,7059,9060
58,9060,633
58,633,36928
58,36928,1891
58,1891,1893
58,1893,1895
58,1895,697
58,697,2891
58,2891,2889
58,2889,9304
211,R0877,33000
211,33000,8886
211,8886,401
211,401,4655
211,4655,11249
211,11249,11247
211,11247,11245
211,11245,11243
211,11243,1459
211,1459,9327
211,9327,1453
211,1453,11774
211,11774,11226
211,11226,11156
211,11156,1063
211,1063,11155
211,11155,1067
211,1067,1069
211,1069,11154
211,11154,11313
211,11313,1576
211,1576,1573
211,1573,1824
211,1824,11291
211,11291,20968
211,20968,R0098
211,R0098,9418
211,9418,35311
211,35311,7820
211,7820,35312
211,35312,BP5458
211,BP5458,14973
211,14973,20434
211,20434,7863
211,7863,20179
211,20179,BP3404
211,BP3404,26826
211,26826,37420
X26,R0850,BP2129
X26,BP2129,24743
X26,24743,14179
X26,14179,W42
X26,W42,16715
X26,16715,29464
X26,29464,2022
X26,2022,27387
X26,27387,31468
X26,31468,BP497
X26,BP497,19484
X26,19484,37323
X26,37323,OC901
602,26581,26583
602,26583,6277
602,6277,6275
602,6275,6273
602,6273,6271
602,6271,BP4992
602,BP4992,27308
602,27308,2867
602,2867,6264
602,6264,6261
602,6261,6257
602,6257,BP2115
602,BP2115,BP4476
602,BP4476,34926
602,34926,6255
602,6255,35424
602,35424,6252
602,6252,6248
602,6248,R0468
602,R0468,6244
602,6244,6241
602,6241,6240
602,6240,6238
602,6238,6235
602,6235,6234
602,6234,6232
602,6232,6230
602,6230,3965
602,3965,6603
602,6603,34318
602,34318,3963
602,3963,35308
602,35308,33045
602,33045,34813
602,34813,34918
602,34918,36531
602,36531,36530
602,36530,37181
602,37181,36676
602,36676,36522
602,36522,36529
602,36529,36670
602,36670,37417
248,18415,34163
248,34163,34164
248,34164,33110
248,33110,33111
248,33111,3312
248,3312,29170
248,29170,29168
248,29168,29166
248,29166,25242
248,25242,BP616
248,BP616,25240
248,25240,25238
248,25238,25236
248,25236,25234
248,25234,34165
248,34165,25141
248,25141,18033
248,18033,9766
248,9766,8524
248,8524,20421
248,20421,8528
248,8528,9768
248,9768,18422
248,18422,18031
248,18031,12905
248,12905,9772
248,9772,37152
248,37152,37089
248,37089,18029
248,18029,R0681
248,R0681,BP4227
248,BP4227,34118
N11,R0814,8589
N11,8589,8588
N11,8588,8596
N11,8596,1152
N11,1152,8602
N11,8602,8581
N11,8581,202
N11,202,8570
N11,8570,3178
N11,3178,20462
N11,20462,34323
N11,34323,14627
N11,14627,7852
N11,7852,146
N11,146,152
N11,152,R0470
N11,R0470,BP5568
N11,BP5568,128
N11,128,7864
N11,7864,20472
N11,20472,7861
N11,7861,37303
N11,37303,7817
N11,7817,7819
N11,7819,9395
N11,9395,9417
N11,9417,893
N11,893,36881
N11,36881,25136
N11,25136,11292
N11,11292,11293
N11,11293,11295
N11,11295,1446
N11,1446,11297
N11,11297,1809
N11,1809,11264
N11,11264,1461
N11,1461,3649
N11,3649,9328
N11,9328,1460
N11,1460,11244
N11,11244,11246
N11,11246,11248
N11,11248,11242
N11,11242,400
N11,400,8887
N11,8887,33001
